blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,14,0.18,0.06,0.22,"1|7,8|6|4,5|2,3",6,"A|G,H|F|D,E|B,C",F
