blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,6,10,17,0.16,0.08,0.18,"1|7,8|6|4,5|2|3",3,"A|G,H|F|D,E|B|C",C
