blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,15,12,0.15,"2,3","B,C"
1,16,11,0.1,"4,5","D,E"
1,17,9,0.09,"7,8","G,H"
1,14,6,0.22,6,F
