blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,15,0.18,0.06,0.15,"1,7,8|2,3|4|5|6",4,"A,G,H|B,C|D|E|F",D
