blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,6,9,15,0.81,0.81,0.86,"1|7|8|4,5|2,3|6","4,5","A|G|H|D,E|B,C|F","D,E"
