repID,p_H0,p_H1,z_uncorrected_H0,z_uncorrected_H1,sigma_H0,sigma_H1,score_H0,score_H1,gamma_1,gamma_2,RF_net0_true,RF_net0_true_noF,RF_net1_1_true,RF_net1_2_true,RF_net1_1_true_noF,RF_net1_2_true_noF,RF_net1_1_true_noG,RF_net1_2_true_noG,RF_net1_1_true_noH,RF_net1_2_true_noH,RF_net0_alter1,RF_net0_alter2,RF_net0_alter3,RF_net1_1_alter1,RF_net1_1_alter2,RF_net1_1_alter3,RF_net1_2_alter1,RF_net1_2_alter2,RF_net1_2_alter3,hybrid_taxon,major_donor,minor_donor
001,0.22476393460291197,0.7698213496733072,1.9194297398747864,-1.9194297398747864,2.538248759857333,2.5999421624567534,6.1438739685292045,2.56717699384671,0.9443699451320481,0.055630054867951896,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,"G,H","B,C,D,E,F","D,E"
002,0.7198421211909133,0.7158860262856109,-1.3710212427677047,-1.3710212427677047,2.3541995750355875,2.402504958410693,3.9102468200931932,3.1535890569947957,0.9873325687769333,0.012667431223066718,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,D,E,"G,H"
003,0.7785638664550025,0.7838954384988605,-1.9194297398747864,-1.9194297398747864,2.501368046742253,2.443835270035128,5.981389767443736,3.808904959907576,0.8809463620128073,0.11905363798719268,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,"B,C","D,E","D,E,F,G,H"
004,0.7219687038488809,0.7885366197621015,-1.3710212427677047,-1.9194297398747864,2.3288966053683526,2.3952333617296775,3.5236361077429716,2.4733646483996736,0.9885823048911587,0.011417695108841249,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,G,H,F
005,0.7196720603769082,0.7991471931915499,-1.3710212427677047,-1.9194297398747864,2.356242708051977,2.2889075438647355,3.512161830960135,2.120059051798396,0.9863603901840308,0.013639609815969223,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,F,"B,C,D,E",E
006,0.7915607615279976,0.7932673232625218,-1.9194297398747864,-1.9194297398747864,2.3642703813418255,2.347034603190039,2.7108988377682146,1.4508366111136493,0.5831525957664581,0.416847404233542,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,0.0,4.0,F,"B,C,D,E,G,H","D,E"
007,0.7201513600114569,0.7167683252454715,-1.3710212427677047,-1.3710212427677047,2.350491869816865,2.391589272454678,4.163086529842046,2.719804509051584,0.9708078448131363,0.02919215518686368,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,"G,H","B,C,D,E,F","D,E"
008,0.45393588826120224,0.7904762725133487,0.27420424855354075,-1.9194297398747864,2.3694801307935798,2.375311613906245,6.769567434374734,3.1603256170628296,0.6209589484436796,0.3790410515563204,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,"A,G,H","B,C,D,E,F",F
009,0.7858152708972722,0.7974321796838446,-1.9194297398747864,-1.9194297398747864,2.4235684868652485,2.305664812058315,3.613656891771821,2.8370394582545213,0.5715816480390343,0.4284183519609656,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0,F,"B,C,D,E,G,H","B,C"
010,0.7883423107767618,0.7751514582013939,-1.9194297398747864,-1.9194297398747864,2.397241522519838,2.539196486487896,5.03149605696711,3.5057807167490944,0.866682477232547,0.13331752276745307,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,A,"B,C,D,E,F,G,H","D,E"
