repID,p_H0,p_H1,z_uncorrected_H0,z_uncorrected_H1,sigma_H0,sigma_H1,score_H0,score_H1,gamma_1,gamma_2,RF_net0_true,RF_net0_true_noF,RF_net1_1_true,RF_net1_2_true,RF_net1_1_true_noF,RF_net1_2_true_noF,RF_net1_1_true_noG,RF_net1_2_true_noG,RF_net1_1_true_noH,RF_net1_2_true_noH,RF_net0_alter1,RF_net0_alter2,RF_net0_alter3,RF_net1_1_alter1,RF_net1_1_alter2,RF_net1_1_alter3,RF_net1_2_alter1,RF_net1_2_alter2,RF_net1_2_alter3,hybrid_taxon,major_donor,minor_donor
001,0.4452248107751335,0.5523665762367784,0.27420424855354075,-0.274204248553541,1.9908059349611875,2.08294181784834,7.8620838608389585,6.3018695962175,0.9877463502088868,0.012253649791113186,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
002,0.4457379329891065,0.5516281916601777,0.27420424855354075,-0.274204248553541,2.0097506672124523,2.1129034294675266,8.470727268564927,6.1833467568663885,0.73168211554711,0.26831788445288995,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,"G,H",F,"B,C,D,E,F"
003,0.5499655246680337,0.6634417203014025,-0.274204248553541,-0.8226127456606228,2.183602596800039,1.9498987827981973,5.745253762685748,4.600914076382324,0.9908385136928417,0.00916148630715825,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,6.0,"B,C","D,E",H
004,0.34642768034875093,0.6428604074404105,0.8226127456606225,-0.8226127456606228,2.0826530217543566,2.246869166781096,8.207309030749531,5.024016916701685,0.9785089482002309,0.021491051799769033,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",C
005,0.5509036023121453,0.7474961050757489,-0.274204248553541,-1.3710212427677047,2.1431478499550405,2.056641542926288,7.305691430079392,4.509408320531522,0.9781865083516736,0.0218134916483263,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",C
006,0.5520305830399019,0.5536968275446585,-0.274204248553541,-0.274204248553541,2.0964703598965593,2.0310373659671757,7.178088778425568,5.930176431627905,0.9887029727975436,0.011297027202456403,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",B
007,0.6542436974658381,0.6491798160232674,-0.8226127456606228,-0.8226127456606228,2.073100181106126,2.1472136167110785,5.972586967961522,4.223875915851155,0.9748931186235652,0.025106881376434804,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",B
008,0.6571605403073038,0.6502094516602309,-0.8226127456606228,-0.8226127456606228,2.032517606208829,2.131750666061966,7.874563405344271,4.990476805571675,0.9666881480867724,0.033311851913227594,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,"D,E","B,C","G,H"
009,0.0680868688443897,0.6463706327177761,3.0162467340889494,-0.8226127456606228,2.0240657363986863,2.190478369836552,9.62854092375636,7.06434033231117,0.9783891221048744,0.021610877895125627,0.0,0.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,B,C,G
010,0.35612808579034827,0.6466074909781448,0.8226127456606225,-0.8226127456606228,2.2303443882561185,2.1867681375075043,7.761563209875873,3.9070208770441317,0.9631034897081168,0.03689651029188324,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
011,0.33955532413016287,0.6528000050145097,0.8226127456606225,-0.8226127456606228,1.9885385875777493,2.0937429160468186,9.011667408692094,4.8248788628131205,0.9661096011337644,0.03389039886623557,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",B
012,0.2681349682545749,0.6313991190393398,1.3710212427677044,-0.8226127456606228,2.216818827573807,2.4514534586955494,9.246168440947333,7.307125321935198,0.98088478802444,0.019115211975560042,0.0,0.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,E,D,H
013,0.4446159060902341,0.6478814048451336,0.27420424855354075,-0.8226127456606228,1.9687788665982542,2.167011732691832,6.209085669821343,3.7841313692670133,0.9849961949311491,0.015003805068850854,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",B
014,0.5483455160352948,0.6519804069163381,-0.274204248553541,-0.8226127456606228,2.257152374587338,2.105631546716166,5.809836366568477,4.650858111488375,0.9883419582971664,0.01165804170283354,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
015,0.3472298500704055,0.2568257839586456,0.8226127456606225,1.3710212427677044,2.0941738012338975,2.099050984991546,7.715246375664794,5.891220998592743,0.9835736862864336,0.016426313713566357,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
016,0.5535225764626507,0.6495237835288237,-0.274204248553541,-0.8226127456606228,2.037689979149875,2.142024901043806,6.167397391308208,5.076839194779542,0.9902643438115587,0.009735656188441317,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
017,0.5506111091020481,0.6529994867242499,-0.274204248553541,-0.8226127456606228,2.155601201835205,2.090868078886917,5.4298164779560905,4.2024171670458,0.9878693988835029,0.01213060111649709,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
018,0.4452578236651501,0.6544591690911794,0.27420424855354075,-0.8226127456606228,1.9920141316647018,2.070051395969405,6.002973366320922,4.254138724961156,0.9863929678234798,0.013607032176520192,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
