repID,p_H0,p_H1,z_uncorrected_H0,z_uncorrected_H1,sigma_H0,sigma_H1,score_H0,score_H1,gamma_1,gamma_2,RF_net0_true,RF_net0_true_noF,RF_net1_1_true,RF_net1_2_true,RF_net1_1_true_noF,RF_net1_2_true_noF,RF_net1_1_true_noG,RF_net1_2_true_noG,RF_net1_1_true_noH,RF_net1_2_true_noH,RF_net0_alter1,RF_net0_alter2,RF_net0_alter3,RF_net1_1_alter1,RF_net1_1_alter2,RF_net1_1_alter3,RF_net1_2_alter1,RF_net1_2_alter2,RF_net1_2_alter3,hybrid_taxon,major_donor,minor_donor
001,0.7455949657356941,0.7419759773600338,-1.3710212427677047,-1.3710212427677047,2.0751302160427985,2.1110521910610016,3.751050662618575,3.0513388101170253,0.9835794470523277,0.016420552947672307,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,F,"B,C,D,E",D
002,0.6497950475403111,0.8286189947685677,-0.8226127456606228,-1.9194297398747864,2.137949266860458,2.023174011969006,7.21925656641722,2.715260445295348,0.8534290905428477,0.1465709094571524,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,"G,H","B,C,D,E,F","B,C"
003,0.5564200843449401,0.5532093670466699,-0.274204248553541,-0.274204248553541,1.9323910935278763,2.049757000085252,11.301543259351323,8.676866056537499,0.5779423070421124,0.4220576929578877,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,"D,E","B,C","G,H"
004,0.5533423799062539,0.5543506211027209,-0.274204248553541,-0.274204248553541,2.0446151539640764,2.0064557462486263,10.527624953700329,7.4339435019092885,0.9625801982563412,0.037419801743658825,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
005,0.7322776776208033,0.7393428804720876,-1.3710212427677047,-1.3710212427677047,2.212337246042194,2.137808589165497,2.887073173772116,1.8795419869809518,0.5359923864406577,0.4640076135593423,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,F,"B,C","G,H"
006,0.5532852523681067,0.5542821549304183,-0.274204248553541,-0.274204248553541,2.046820383963997,2.0090022960574005,10.498174694175255,7.463019855521637,0.960599392080224,0.03940060791977599,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
007,0.8170016356528551,0.8064377006670532,-1.9194297398747864,-1.9194297398747864,2.12326886585089,2.219395026964394,3.3075518764084517,2.562373565953906,0.6512494226530676,0.34875057734693243,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,"G,H","B,C,D,E,F",F
008,0.6497388029480757,0.6526806894489098,-0.8226127456606228,-0.8226127456606228,2.138793138717618,2.0954659251844254,5.495005837317454,3.2006198107731927,0.850486748990995,0.14951325100900506,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,"B,C","D,E","D,E,F,G,H"
009,0.5560314429635788,0.5574830283752497,-0.274204248553541,-0.274204248553541,1.9458844172801042,1.8964152966699055,9.334357779794898,8.081601070479465,0.836605420522764,0.16339457947723604,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,"B,C,D,E,F","G,H",G
010,0.5533461949448171,0.5496857358412991,-0.274204248553541,-0.274204248553541,2.0444680540571296,2.195963487651318,7.696601784621536,6.182955169032873,0.9760413121803211,0.0239586878196789,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,4.0,"G,H","B,C,D,E,F",D
011,0.8289919579314206,0.809287463166845,-1.9194297398747864,-1.9194297398747864,2.020049876552407,2.192948370662423,2.4550961287984356,1.8954740159465193,0.5823617872188884,0.4176382127811115,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,F,"B,C","B,C,D,E,G,H"
012,0.8073840023196917,0.797591743360679,-1.9194297398747864,-1.9194297398747864,2.2105692799261867,2.3040989953669797,5.667171266976158,2.7499622597777065,0.8003665159074712,0.19963348409252882,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,"B,C","D,E","G,H"
