blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,17,0.41055555555555556,0.12222222222222222,0.1922222222222222,"2,3|4,5|6|1|7,8","7,8","B,C|D,E|F|A|G,H","G,H"
