node1,node2,support_nonredundant,cluster_num,cluster
14,9,0.1661111111111111,"1,2,3,4,5,6","A,B,C,D,E,F"
16,12,0.06833333333333333,"2,3","B,C"
17,11,0.06722222222222222,"4,5","D,E"
