node1,node2,support_nonredundant,cluster_num,cluster
17,9,0.18944444444444444,"1,2,3,4,5,6","A,B,C,D,E,F"
15,12,0.06444444444444444,"4,5","D,E"
14,11,0.06444444444444444,"2,3","B,C"
