blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,9,0.1922222222222222,"7,8","G,H"
1,10,13,0.03277777777777778,1,A
1,15,12,0.13833333333333334,"4,5","D,E"
1,16,6,0.17666666666666667,6,F
1,14,11,0.11222222222222222,"2,3","B,C"
