blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,15,6,0.19666666666666666,6,F
1,16,12,0.08666666666666667,"2,3","B,C"
1,10,13,0.030555555555555555,1,A
1,17,11,0.09055555555555556,"4,5","D,E"
1,14,9,0.31833333333333336,"7,8","G,H"
