param_setting,taxon,role,count_recovered,count_not_recovered,total,pct_correct
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF0.5-genelen1000,D,minor_donor,5,0,5,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF0.5-genelen1000,C,minor_donor,1,0,1,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,B,major_donor,78,1,79,98.7
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,C,major_donor,78,1,79,98.7
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,H,minor_donor,72,1,73,98.6
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,D,hybrid_taxon,72,0,72,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,E,hybrid_taxon,68,0,68,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,G,hybrid_taxon,21,0,21,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,D,minor_donor,14,1,15,93.3
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,H,hybrid_taxon,14,0,14,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,E,major_donor,14,0,14,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,H,major_donor,12,0,12,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,D,major_donor,10,0,10,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,F,major_donor,9,0,9,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,C,minor_donor,5,1,6,83.3
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,G,minor_donor,5,1,6,83.3
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,G,major_donor,5,0,5,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,F,minor_donor,5,0,5,100.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,B,minor_donor,3,1,4,75.0
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,E,minor_donor,2,1,3,66.7
findgraph-DUP0.0004-LOS0.0004-RVL-N_ind2-SF1.0-genelen1000,F,hybrid_taxon,1,1,2,50.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,D,minor_donor,29,7,36,80.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,E,minor_donor,27,8,35,77.1
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,G,minor_donor,29,4,33,87.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,H,minor_donor,28,4,32,87.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,E,major_donor,28,2,30,93.3
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,D,major_donor,28,2,30,93.3
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,F,minor_donor,30,0,30,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,B,major_donor,26,3,29,89.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,C,major_donor,24,3,27,88.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,C,hybrid_taxon,21,4,25,84.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,B,hybrid_taxon,19,4,23,82.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,B,minor_donor,16,7,23,69.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,C,minor_donor,16,5,21,76.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,G,hybrid_taxon,18,1,19,94.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,H,major_donor,13,5,18,72.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,D,hybrid_taxon,15,2,17,88.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,E,hybrid_taxon,15,2,17,88.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,F,hybrid_taxon,8,8,16,50.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,F,major_donor,9,6,15,60.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,H,hybrid_taxon,14,0,14,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF0.5-genelen1000,G,major_donor,9,4,13,69.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,E,major_donor,34,7,41,82.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,D,major_donor,31,7,38,81.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,C,major_donor,29,4,33,87.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,H,minor_donor,26,4,30,86.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,G,minor_donor,26,4,30,86.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,B,major_donor,25,4,29,86.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,B,hybrid_taxon,24,4,28,85.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,C,minor_donor,20,7,27,74.1
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,F,minor_donor,25,0,25,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,D,hybrid_taxon,17,7,24,70.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,C,hybrid_taxon,20,4,24,83.3
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,E,hybrid_taxon,14,7,21,66.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,G,hybrid_taxon,21,0,21,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,E,minor_donor,13,8,21,61.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,F,major_donor,10,10,20,50.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,D,minor_donor,14,6,20,70.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,B,minor_donor,14,6,20,70.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,H,major_donor,14,3,17,82.4
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,F,hybrid_taxon,7,7,14,50.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,H,hybrid_taxon,10,0,10,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind1-SF1.0-genelen1000,G,major_donor,3,3,6,50.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,G,minor_donor,34,6,40,85.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,H,minor_donor,34,5,39,87.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,C,major_donor,34,4,38,89.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,F,minor_donor,35,0,35,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,D,major_donor,29,4,33,87.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,E,major_donor,28,4,32,87.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,B,major_donor,27,3,30,90.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,D,minor_donor,21,9,30,70.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,E,minor_donor,23,7,30,76.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,C,minor_donor,23,5,28,82.1
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,B,hybrid_taxon,21,5,26,80.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,E,hybrid_taxon,22,3,25,88.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,D,hybrid_taxon,21,3,24,87.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,B,minor_donor,19,4,23,82.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,C,hybrid_taxon,14,4,18,77.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,F,hybrid_taxon,8,10,18,44.4
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,F,major_donor,10,7,17,58.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,H,hybrid_taxon,16,0,16,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,G,major_donor,10,5,15,66.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,G,hybrid_taxon,9,0,9,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF0.5-genelen1000,H,major_donor,3,5,8,37.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,D,major_donor,35,8,43,81.4
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,H,minor_donor,34,7,41,82.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,E,major_donor,31,8,39,79.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,G,minor_donor,31,7,38,81.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,B,minor_donor,26,5,31,83.9
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,B,major_donor,24,5,29,82.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,E,hybrid_taxon,23,3,26,88.5
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,C,major_donor,21,5,26,80.8
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,C,minor_donor,21,2,23,91.3
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,E,minor_donor,16,7,23,69.6
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,F,minor_donor,23,0,23,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,D,hybrid_taxon,19,3,22,86.4
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,D,minor_donor,15,7,22,68.2
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,C,hybrid_taxon,14,6,20,70.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,F,hybrid_taxon,8,11,19,42.1
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,B,hybrid_taxon,11,6,17,64.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,F,major_donor,5,9,14,35.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,G,hybrid_taxon,12,0,12,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,H,major_donor,8,4,12,66.7
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,H,hybrid_taxon,11,0,11,100.0
findgraph-DUP0.0004-LOS0.0004-RVN-N_ind2-SF1.0-genelen1000,G,major_donor,7,4,11,63.6
