param_setting,taxon,role,count_recovered,count_not_recovered,total,pct_correct
SNaQ-DUP0.0-LOS0.0-RVN-N_ind1-SF1.0-genelen1000-summary,H,hybrid_taxon,10,0,10,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind1-SF1.0-genelen1000-summary,G,hybrid_taxon,9,0,9,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind1-SF1.0-genelen1000-summary,A,hybrid_taxon,3,0,3,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,B,major_donor,54,6,60,90.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,C,major_donor,50,6,56,89.3
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,D,major_donor,46,4,50,92.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,E,major_donor,44,4,48,91.7
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,G,minor_donor,35,6,41,85.4
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,H,minor_donor,35,6,41,85.4
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,C,minor_donor,35,5,40,87.5
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,B,minor_donor,30,5,35,85.7
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,E,minor_donor,27,2,29,93.1
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,D,minor_donor,25,2,27,92.6
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,E,hybrid_taxon,24,0,24,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,F,minor_donor,24,0,24,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,F,hybrid_taxon,12,11,23,52.2
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,F,major_donor,23,0,23,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,D,hybrid_taxon,22,0,22,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,C,hybrid_taxon,21,0,21,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,H,hybrid_taxon,20,0,20,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,B,hybrid_taxon,17,0,17,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,G,hybrid_taxon,16,0,16,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,G,major_donor,11,5,16,68.8
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,H,major_donor,7,5,12,58.3
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF0.5-genelen1000-summary,A,hybrid_taxon,6,0,6,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,E,major_donor,42,8,50,84.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,D,major_donor,40,8,48,83.3
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,G,minor_donor,45,3,48,93.8
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,H,minor_donor,44,3,47,93.6
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,C,major_donor,38,7,45,84.4
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,B,major_donor,37,7,44,84.1
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,C,minor_donor,25,7,32,78.1
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,B,minor_donor,24,7,31,77.4
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,D,hybrid_taxon,30,0,30,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,D,minor_donor,22,8,30,73.3
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,E,minor_donor,22,8,30,73.3
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,E,hybrid_taxon,28,0,28,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,B,hybrid_taxon,27,0,27,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,C,hybrid_taxon,26,0,26,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,F,minor_donor,24,0,24,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,H,major_donor,7,11,18,38.9
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,F,major_donor,18,0,18,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,F,hybrid_taxon,3,14,17,17.6
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,G,major_donor,5,11,16,31.2
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,G,hybrid_taxon,15,0,15,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,H,hybrid_taxon,13,0,13,100.0
SNaQ-DUP0.0-LOS0.0-RVN-N_ind2-SF1.0-genelen1000-summary,A,hybrid_taxon,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,C,major_donor,92,0,92,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,E,major_donor,92,0,92,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,B,major_donor,91,0,91,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,D,major_donor,91,0,91,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,G,hybrid_taxon,85,0,85,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,H,hybrid_taxon,85,0,85,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,F,major_donor,85,0,85,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,E,minor_donor,26,0,26,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,D,minor_donor,26,0,26,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,C,minor_donor,22,0,22,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,B,minor_donor,20,0,20,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,H,minor_donor,9,0,9,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,B,hybrid_taxon,8,0,8,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,G,minor_donor,8,0,8,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,C,hybrid_taxon,7,0,7,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,D,hybrid_taxon,6,0,6,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,E,hybrid_taxon,5,0,5,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF0.5-genelen1000-summary,F,minor_donor,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,D,major_donor,60,0,60,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,E,major_donor,59,0,59,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,C,major_donor,57,1,58,98.3
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,B,major_donor,54,1,55,98.2
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,G,hybrid_taxon,50,0,50,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,F,major_donor,49,0,49,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,H,hybrid_taxon,47,0,47,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,D,minor_donor,25,2,27,92.6
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,E,minor_donor,23,2,25,92.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,B,minor_donor,24,0,24,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,H,minor_donor,23,1,24,95.8
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,B,hybrid_taxon,21,0,21,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,G,minor_donor,19,1,20,95.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,C,hybrid_taxon,18,0,18,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,C,minor_donor,18,0,18,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,E,hybrid_taxon,16,0,16,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,D,hybrid_taxon,15,0,15,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,H,major_donor,9,2,11,81.8
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,F,minor_donor,10,0,10,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,G,major_donor,6,2,8,75.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,F,hybrid_taxon,2,3,5,40.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000-summary,A,hybrid_taxon,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,B,major_donor,98,0,98,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,C,major_donor,98,0,98,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,G,hybrid_taxon,97,0,97,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,H,hybrid_taxon,97,0,97,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,D,major_donor,97,0,97,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,E,major_donor,97,0,97,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,F,major_donor,97,0,97,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,B,minor_donor,31,0,31,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,C,minor_donor,28,0,28,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,E,minor_donor,22,0,22,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,D,minor_donor,21,0,21,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,D,hybrid_taxon,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,E,hybrid_taxon,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,H,minor_donor,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,B,hybrid_taxon,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,C,hybrid_taxon,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,F,minor_donor,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000-summary,G,minor_donor,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,C,major_donor,73,3,76,96.1
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,B,major_donor,72,3,75,96.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,D,major_donor,62,5,67,92.5
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,E,major_donor,62,5,67,92.5
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,F,major_donor,57,0,57,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,H,hybrid_taxon,53,0,53,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,G,hybrid_taxon,52,0,52,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,B,minor_donor,25,4,29,86.2
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,H,minor_donor,26,2,28,92.9
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,C,minor_donor,24,4,28,85.7
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,D,hybrid_taxon,25,0,25,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,E,hybrid_taxon,25,0,25,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,G,minor_donor,21,2,23,91.3
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,D,minor_donor,19,1,20,95.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,E,minor_donor,16,1,17,94.1
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,B,hybrid_taxon,14,0,14,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,C,hybrid_taxon,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,F,minor_donor,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,F,hybrid_taxon,1,7,8,12.5
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,G,major_donor,3,5,8,37.5
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,H,major_donor,2,5,7,28.6
SNaQ-DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000-summary,A,hybrid_taxon,2,0,2,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,B,major_donor,45,15,60,75.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,C,major_donor,44,15,59,74.6
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,H,minor_donor,31,23,54,57.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,G,minor_donor,29,23,52,55.8
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,D,major_donor,41,10,51,80.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,F,hybrid_taxon,24,26,50,48.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,E,major_donor,40,10,50,80.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,B,minor_donor,33,12,45,73.3
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,C,minor_donor,29,12,41,70.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,D,minor_donor,17,13,30,56.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,E,minor_donor,17,13,30,56.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,E,hybrid_taxon,20,0,20,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,D,hybrid_taxon,19,0,19,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,C,hybrid_taxon,18,0,18,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,B,hybrid_taxon,17,0,17,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,F,major_donor,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,F,minor_donor,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,G,hybrid_taxon,9,0,9,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,H,major_donor,6,3,9,66.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,H,hybrid_taxon,6,0,6,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,G,major_donor,3,3,6,50.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000-summary,A,hybrid_taxon,1,0,1,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,D,major_donor,42,6,48,87.5
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,E,major_donor,40,6,46,87.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,E,minor_donor,33,5,38,86.8
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,B,hybrid_taxon,36,0,36,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,C,hybrid_taxon,34,0,34,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,C,major_donor,27,7,34,79.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,B,major_donor,25,7,32,78.1
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,B,minor_donor,23,9,32,71.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,D,minor_donor,27,5,32,84.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,C,minor_donor,21,9,30,70.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,G,minor_donor,22,7,29,75.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,H,minor_donor,21,7,28,75.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,F,major_donor,21,0,21,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,F,minor_donor,21,0,21,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,E,hybrid_taxon,19,0,19,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,F,hybrid_taxon,3,15,18,16.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,D,hybrid_taxon,17,0,17,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,G,major_donor,9,8,17,52.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,H,major_donor,9,8,17,52.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,H,hybrid_taxon,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,G,hybrid_taxon,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000-summary,A,hybrid_taxon,3,0,3,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,D,major_donor,52,13,65,80.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,E,major_donor,50,13,63,79.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,B,major_donor,41,16,57,71.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,C,major_donor,41,16,57,71.9
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,G,minor_donor,36,21,57,63.2
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,H,minor_donor,36,21,57,63.2
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,F,hybrid_taxon,26,25,51,51.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,E,minor_donor,27,10,37,73.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,D,minor_donor,25,10,35,71.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,B,minor_donor,22,10,32,68.8
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,C,minor_donor,20,10,30,66.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,B,hybrid_taxon,22,0,22,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,C,hybrid_taxon,22,0,22,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,F,minor_donor,18,0,18,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,E,hybrid_taxon,15,0,15,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,D,hybrid_taxon,13,0,13,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,H,major_donor,8,4,12,66.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,F,major_donor,10,0,10,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,G,major_donor,6,4,10,60.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,G,hybrid_taxon,9,0,9,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,H,hybrid_taxon,7,0,7,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000-summary,A,hybrid_taxon,4,0,4,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,G,minor_donor,36,18,54,66.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,H,minor_donor,36,18,54,66.7
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,B,major_donor,30,14,44,68.2
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,C,major_donor,26,14,40,65.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,E,major_donor,27,10,37,73.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,D,minor_donor,20,16,36,55.6
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,E,minor_donor,20,16,36,55.6
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,D,hybrid_taxon,35,0,35,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,B,minor_donor,21,13,34,61.8
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,D,major_donor,22,10,32,68.8
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,C,minor_donor,19,13,32,59.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,F,hybrid_taxon,2,29,31,6.5
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,E,hybrid_taxon,30,0,30,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,C,hybrid_taxon,29,0,29,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,B,hybrid_taxon,25,0,25,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,F,major_donor,22,0,22,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,F,minor_donor,21,0,21,100.0
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,G,major_donor,2,11,13,15.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,H,major_donor,2,11,13,15.4
SNaQ-DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000-summary,H,hybrid_taxon,8,0,8,100.0
