parameter_setting,n_genes_mean,n_genes_min,n_genes_max,n_iterations,n_repeated_taxa_removed,n_insufficient_taxa_removed,percentage_genes_meet_min,pert_trees_experiencing_gene_loss_only,pert_trees_experiencing_gene_duplication_and_loss,pert_trees_experiencing_nothing,pert_false_HP,pert_weak_HP,pert_strong_HP,mean_RF_true_and_estimated_species_trees,num_estimated_species_tree_diff_from_truth,mean_num_taxa_all_genes,mean_num_taxa_loss_only,mean_num_taxa_dup_and_loss,mean_num_taxa_nothing,mean_num_taxa_false_HP,mean_num_taxa_weak_HP,mean_num_taxa_strong_HP,mean_internal_bl_locus_all,mean_internal_bl_locus_loss_only,mean_internal_bl_locus_dup_and_loss,mean_internal_bl_locus_nothing,mean_internal_bl_locus_false_HP,mean_internal_bl_locus_weak_HP,mean_internal_bl_locus_strong_HP,mean_internal_bl_gene_all,mean_internal_bl_gene_loss_only,mean_internal_bl_gene_dup_and_loss,mean_internal_bl_gene_nothing,mean_internal_bl_gene_false_HP,mean_internal_bl_gene_weak_HP,mean_internal_bl_gene_strong_HP,mean_RF_genetree_vs_sptree_all,mean_RF_genetree_vs_sptree_loss_only,mean_RF_genetree_vs_sptree_dup_and_loss,mean_RF_genetree_vs_sptree_nothing,mean_RF_genetree_vs_sptree_false_HP,mean_RF_genetree_vs_sptree_weak_HP,mean_RF_genetree_vs_sptree_strong_HP,mean_RF_genetree_vs_sptree_noF_all,mean_RF_genetree_vs_sptree_noF_loss_only,mean_RF_genetree_vs_sptree_noF_dup_and_loss,mean_RF_genetree_vs_sptree_noF_nothing,mean_RF_genetree_vs_sptree_noF_false_HP,mean_RF_genetree_vs_sptree_noF_weak_HP,mean_RF_genetree_vs_sptree_noF_strong_HP,mean_RF_true_vs_est_genetree_all,mean_RF_true_vs_est_genetree_loss_only,mean_RF_true_vs_est_genetree_dup_and_loss,mean_RF_true_vs_est_genetree_nothing,mean_RF_true_vs_est_genetree_false_HP,mean_RF_true_vs_est_genetree_weak_HP,mean_RF_true_vs_est_genetree_strong_HP
DUP0.0003-LOS0.0003-RVG-N_ind1-SF1.0-genelen1000,1000.0,1000,1000,9755.18,1.4637601e6,0.0,100.0,0.0,91.388,8.612,75.927,9.925,5.536,0.0,0,8.0,NaN,8.0,8.0,8.0,8.0,8.0,1223.5663725687975,NaN,1222.7716249056741,1232.0,1232.0000000000014,1135.250006117413,1253.1128876741927,0.0263335357638,NaN,0.026388102005142907,0.025754494929633068,0.026680049414147797,0.024228427011788414,0.026255891634031796,0.3445039999999998,NaN,0.3435637063947126,0.35448211797491874,0.33913890974225236,0.34881612090680103,0.3948338150289017,0.2071425,NaN,0.20618954348492144,0.21725499303297724,0.20146324759308282,0.21886649874055417,0.24828395953757226,0.20630199999999996,NaN,0.20625683897229397,0.20678123548536928,0.20400647990833307,0.2217632241813602,0.20932080924855495
DUP0.0003-LOS0.0003-RVG-N_ind2-SF0.5-genelen1000,1000.0,1000,1000,9487.61,1.45668505e6,0.0,100.0,0.0,91.38199999999999,8.618,76.333,9.609,5.4399999999999995,0.0,0,16.0,NaN,16.0,16.0,16.0,16.0,16.0,1223.5477635392317,NaN,1222.7506549859181,1232.0,1231.999999999998,1135.0991148017006,1247.7898823150329,0.026367343394938465,NaN,0.0263489993921459,0.026561856235874825,0.026209057794038065,0.027087620463747932,0.027007961180995476,0.23753349999999998,NaN,0.23790680878072265,0.23357507542353226,0.22903855475351426,0.2393277136018316,0.35983455882352944,0.103529375,NaN,0.10388944212208094,0.09971135994430262,0.09537241429001873,0.11266130710791966,0.2079044117647059,0.15277307692307696,NaN,0.15281245422848805,0.15235553492689724,0.15306314740373406,0.15091620836235264,0.15264423076923078
DUP0.0003-LOS0.0003-RVG-N_ind2-SF1.0-genelen1000,1000.0,1000,1000,9495.07,1.45028126e6,0.0,100.0,0.0,91.303,8.697000000000001,76.0,9.737,5.566,0.0,0,16.0,NaN,16.0,16.0,16.0,16.0,16.0,1223.259937955452,NaN,1222.4274097844013,1232.0,1232.0000000000011,1131.6855396405417,1250.4613180138626,0.0274233074502,NaN,0.027492260457706755,0.026699423761067036,0.02747227915191296,0.027921384098561396,0.027014395267143925,0.3440951874999999,NaN,0.3432548081662158,0.35291767276072206,0.3382900493421052,0.35124268255109375,0.3970715055695292,0.206284765625,NaN,0.20539414435998818,0.2156347016212487,0.200138671875,0.2209677005237753,0.2499101688825009,0.16068076923076924,NaN,0.16033932662082886,0.16426530810801257,0.16043319838056683,0.1603005190352423,0.15912545952071647
DUP0.0003-LOS0.0003-RVL-N_ind1-SF0.5-genelen1000,1000.0,1000,1000,9566.64,1.46252098e6,0.0,100.0,0.0,91.40599999999999,8.594,75.98,9.855,5.571000000000001,0.0,0,8.0,NaN,8.0,8.0,8.0,8.0,8.0,1223.2462701373602,NaN,1222.4232437010262,1232.0,1231.9999999999998,1133.369018218354,1249.3461387891118,0.025502320115900003,NaN,0.02550075048530731,0.02551901474633465,0.02548728416914978,0.024677628204160324,0.027140499324358285,0.23659399999999997,NaN,0.23689035730696012,0.23344193623458234,0.22790997630955523,0.23746321664129885,0.35835577095674026,0.102695,NaN,0.10316062402905718,0.09774261112404002,0.09463016583311398,0.1101978691019787,0.2070543887991384,0.07739800000000002,NaN,0.07763604139772008,0.07486618571096115,0.07650697551987366,0.09014713343480468,0.07090288996589483
DUP0.0003-LOS0.0003-RVL-N_ind1-SF1.0-genelen1000,1000.0,1000,1000,9669.93,1.45644163e6,0.0,100.0,0.0,91.251,8.749,75.874,9.921000000000001,5.4559999999999995,0.0,0,8.0,NaN,8.0,8.0,8.0,8.0,8.0,1222.9812553214713,NaN,1222.1165524996673,1232.0,1231.9999999999989,1131.3137718959476,1249.7847509471262,0.031053486523680004,NaN,0.031071237314221213,0.03086834794925135,0.03118584619582466,0.0301872010732789,0.031084926695381238,0.34515199999999985,NaN,0.3441080097752353,0.3560406903646131,0.3389830508474576,0.35129523233545,0.4023093841642227,0.207365,NaN,0.20642239537100962,0.2171962510001143,0.20100429659698973,0.22092027013405907,0.2554068914956012,0.08392800000000003,NaN,0.08398373716452424,0.08334666819065037,0.08219943590689832,0.09630077613143839,0.08640029325513199
DUP0.0003-LOS0.0003-RVL-N_ind2-SF0.5-genelen1000,1000.0,1000,1000,9659.93,1.45801858e6,0.0,100.0,0.0,91.359,8.641,75.887,9.748,5.724,0.0,0,16.0,NaN,16.0,16.0,16.0,16.0,16.0,1223.3804250333058,NaN,1222.5651605570397,1232.0,1232.0000000000032,1133.763226465551,1248.7111411153298,0.023845239810484618,NaN,0.023860463601775583,0.02368428270499319,0.023726512629486555,0.024307602116094822,0.024874864579503306,0.23623299999999994,NaN,0.23681410698453353,0.23008911005670654,0.22728991790425235,0.23929011079195736,0.3588661774982529,0.10243375,NaN,0.10293184032224521,0.09716757319754658,0.09403537496540909,0.11143311448502256,0.20640068134171907,0.06793076923076925,NaN,0.06787340222469769,0.06853729536289428,0.06828979525225262,0.06705122944351505,0.06375315809278075
DUP0.0003-LOS0.0003-RVL-N_ind2-SF1.0-genelen1000,1000.0,1000,1000,9554.24,1.44634194e6,0.0,100.0,0.0,91.251,8.749,75.802,9.962,5.487,0.0,0,16.0,NaN,16.0,16.0,16.0,16.0,16.0,1223.1394595811237,NaN,1222.289925130819,1232.0,1231.999999999998,1133.4673534846324,1249.4099111898336,0.025494997985669232,NaN,0.025507619878711554,0.02536335318489146,0.025428929180283447,0.025896604168455517,0.025888493002060815,0.3451154999999998,NaN,0.3440081478559139,0.3566650474339924,0.339510995752091,0.34826089138727157,0.3984144341170037,0.207496640625,NaN,0.20639388540947495,0.21899824265630358,0.20178011051819214,0.21680510941577996,0.25123018042646256,0.08499461538461543,NaN,0.08494322085406021,0.08553065405277087,0.08578016005260673,0.08081478850400757,0.08087647726794805
DUP0.0003-LOS0.0003-RVN-N_ind1-SF0.5-genelen1000,1000.0,1000,1000,9411.52,1.45272614e6,0.0,100.0,0.0,91.313,8.687000000000001,75.998,9.81,5.505,0.0,0,8.0,NaN,8.0,8.0,8.0,8.0,8.0,1223.2922366137516,NaN,1222.4638294807437,1232.0,1232.0000000000007,1132.4834327112164,1251.1609784701302,0.024357538755280003,NaN,0.02434614096104607,0.024477346143893172,0.024560821796126217,0.02261386884770642,0.02446935173805631,0.23729,NaN,0.23759377087599795,0.23409692644180974,0.22847706518592598,0.23938837920489303,0.36025431425976384,0.1037275,NaN,0.10406513858924797,0.10017842753539773,0.09537422037422037,0.11218144750254842,0.20958219800181654,0.13323600000000005,NaN,0.1332909881396954,0.13265799470473127,0.13139819468933397,0.14583078491335374,0.13707538601271577
DUP0.0003-LOS0.0003-RVN-N_ind1-SF1.0-genelen1000,999.98,999,1000,9695.82,1.45952622e6,0.0,100.0,0.0,91.22282445648912,8.77717554351087,75.9395187903758,9.689193783875677,5.5941118822376446,0.0,0,8.0,NaN,8.0,8.0,8.0,8.0,8.0,1223.063714228036,NaN,1222.2038926932958,1232.0,1231.9999999999993,1131.9601265328408,1245.5279995349483,0.026235652248544968,NaN,0.02626023520145581,0.025980157028369602,0.026478543338802705,0.024805165145835483,0.02581695497890597,0.34567291345826906,NaN,0.3445610111706734,0.35722912156773384,0.34008269904395694,0.3491175559913303,0.3974615659635321,0.20796415928318565,NaN,0.2069150743798029,0.21886749458812807,0.202230767204825,0.21823717617917227,0.25089381480157313,0.13311066221324433,NaN,0.13295184222931128,0.13476130796399682,0.13095156575100747,0.14546392816596146,0.13843403646764396
DUP0.0003-LOS0.0003-RVN-N_ind2-SF0.5-genelen1000,1000.0,1000,1000,9538.37,1.45863393e6,0.0,100.0,0.0,91.46,8.540000000000001,76.156,9.782,5.522,0.0,0,16.0,NaN,16.0,16.0,16.0,16.0,16.0,1222.973930312373,NaN,1222.131128703666,1232.0,1232.0000000000032,1128.0922102105048,1252.6119215787596,0.0263910288564,NaN,0.026406294604526568,0.02622753877166276,0.026255558946918674,0.02713548190373213,0.02719342147521801,0.2359135,NaN,0.23645582768423354,0.23010538641686193,0.22693024843741802,0.24241975056225726,0.3572618616443317,0.10229,NaN,0.10277580363000219,0.09708723653395784,0.09383617180524187,0.11471963811081579,0.2049076421586382,0.07291307692307696,NaN,0.07292637386667566,0.07277067195099983,0.07296864331109827,0.07288897975874055,0.07240966205109634
