blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,17,0.41833333333333333,0.1275,0.20166666666666666,"7,8|1|4,5|2,3|6",6,"G,H|A|D,E|B,C|F",F
