blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,6,0.20166666666666666,6,F
1,15,12,0.11083333333333334,"2,3","B,C"
1,10,13,0.029166666666666667,1,A
1,16,11,0.12333333333333334,"4,5","D,E"
1,14,9,0.20166666666666666,"7,8","G,H"
