blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,15,12,0.09916666666666667,"4,5","D,E"
1,17,9,0.285,"7,8","G,H"
1,16,6,0.18583333333333332,6,F
1,10,13,0.0325,1,A
1,14,11,0.0875,"2,3","B,C"
