blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,12,0.1,"2,3","B,C"
1,16,9,0.2791666666666667,"7,8","G,H"
1,15,6,0.1725,6,F
1,10,13,0.03333333333333333,1,A
1,14,11,0.12083333333333333,"4,5","D,E"
