blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,12,0.13833333333333334,"4,5","D,E"
1,16,6,0.21916666666666668,6,F
1,10,13,0.0425,1,A
1,15,9,0.07083333333333333,"7,8","G,H"
1,14,11,0.13916666666666666,"2,3","B,C"
