blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,16,0.46166666666666667,0.13583333333333333,0.21916666666666668,"2,3|1|7,8|6|4,5",6,"B,C|A|G,H|F|D,E",F
