node1,node2,support_nonredundant,cluster_num,cluster
15,9,0.2633333333333333,"1,2,3,4,5,6","A,B,C,D,E,F"
17,12,0.09416666666666666,"4,5","D,E"
14,11,0.09416666666666666,"2,3","B,C"
