blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,15,6,0.28833333333333333,6,F
1,17,12,0.08,"2,3","B,C"
1,10,13,0.041666666666666664,1,A
1,16,11,0.1125,"4,5","D,E"
1,14,9,0.10083333333333333,"7,8","G,H"
