blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,12,0.11,"4,5","D,E"
1,16,6,0.22,6,F
1,10,13,0.02,1,A
1,15,9,0.07,"7,8","G,H"
1,14,11,0.17,"2,3","B,C"
