blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,6,10,17,0.25,0.13,0.54,"3|4,5|6|1|7,8|2","7,8","C|D,E|F|A|G,H|B","G,H"
