blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,9,0.57,"7,8","G,H"
1,16,3,0.03,3,C
1,10,12,0.03,1,A
1,14,11,0.07,"4,5","D,E"
1,15,2,0.03,2,B
1,13,6,0.1,6,F
