blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,6,0.08,6,F
1,10,13,0.01,1,A
1,15,12,0.21,"4,5","D,E"
1,16,9,0.5,"7,8","G,H"
1,14,11,0.08,"2,3","B,C"
