blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,6,0.21,6,F
1,10,13,0.05,1,A
1,15,12,0.07,"2,3","B,C"
1,16,9,0.05,"7,8","G,H"
1,14,11,0.13,"4,5","D,E"
