blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,15,12,0.08,"2,3","B,C"
1,17,6,0.4,6,F
1,16,9,0.11,"7,8","G,H"
1,10,13,0.03,1,A
1,14,11,0.05,"4,5","D,E"
