blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,10,12,0.01,1,A
1,16,9,0.44,"7,8","G,H"
1,17,6,0.03,6,F
1,15,2,0.07,2,B
1,14,3,0.04,3,C
1,13,11,0.07,"4,5","D,E"
