blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,14,0.46,0.16,0.21,"1|6|4,5|2,3|7,8",6,"A|F|D,E|B,C|G,H",F
