blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,16,6,0.21,6,F
1,15,9,0.1,"7,8","G,H"
1,17,12,0.11,"4,5","D,E"
1,10,13,0.05,1,A
1,14,11,0.07,"2,3","B,C"
