blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,9,0.11,"7,8","G,H"
1,10,13,0.07,1,A
1,15,12,0.06,"2,3","B,C"
1,16,6,0.37,6,F
1,14,11,0.09,"4,5","D,E"
