blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,6,10,15,0.42,0.24,0.92,"4,5|6|1|7,8|2|3","7,8","D,E|F|A|G,H|B|C","G,H"
