blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,6,10,17,0.34,0.17,0.57,"6|4,5|2|3|7,8|1","7,8","F|D,E|B|C|G,H|A","G,H"
