blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,16,6,0.23,6,F
1,10,13,0.05,1,A
1,15,12,0.1,"4,5","D,E"
1,17,9,0.08,"7,8","G,H"
1,14,11,0.15,"2,3","B,C"
