blob,degree,node,hybrid,support_partition,support_circorder,support_hybrid,partition_num,hybrid_cluster_num,partition,hybrid_cluster
1,5,10,17,0.34,0.12,0.31,"1|6|4,5|2,3|7,8","7,8","A|F|D,E|B,C|G,H","G,H"
