blob,node_from,node_to,support_hybrid,cluster_num,cluster
1,17,9,0.31,"7,8","G,H"
1,16,12,0.14,"2,3","B,C"
1,14,6,0.13,6,F
1,15,11,0.14,"4,5","D,E"
1,10,13,0.01,1,A
