repID,best_k,H0_trees_found,H1_graphs_found,true_tree_wr,H0_best_tree_is_true_tree,H0_best_tree_is_true_tree_noF,H0_best_tree_is_true_tree_noG,H0_best_tree_is_true_tree_noH,H0_best_tree_WR,H1_best_graph_displayed_true_tree,H1_best_graph_displayed_true_tree_noF,H1_best_graph_displayed_true_tree_noG,H1_best_graph_displayed_true_tree_noH,H1_best_graph_WR,true_tree_found_in_H0,true_tree_found_in_H0_noF,true_tree_found_in_H0_noG,true_tree_found_in_H0_noH,avg_gamma1_H1,avg_gamma2_H1,best_graph_gamma1,best_graph_gamma2,True_tree_displayed_H1_major,True_tree_displayed_H1_minor,True_tree_noF_displayed_H1_major,True_tree_noF_displayed_H1_minor,True_tree_noG_displayed_H1_major,True_tree_noG_displayed_H1_minor,True_tree_noH_displayed_H1_major,True_tree_noH_displayed_H1_minor,best_k_new_WR_3.7,best_graph_hybrid_taxon,best_graph_major_donor,best_graph_minor_donor
001,1,1,14,3.01632406531693,True,True,True,True,3.0163240653169,True,True,True,True,2.14911879019634,True,True,True,True,0.9316875024047404,0.06831249759525955,0.988017257241795,0.0119827427582051,True,False,True,False,True,False,True,True,0,D,E,C
002,0,1,1,2.97323906360603,True,True,True,True,2.973239063606,False,True,False,False,2.51490927973437,True,True,True,True,0.924733164354618,0.0752668356453818,0.924733164354618,0.0752668356453818,False,False,True,False,False,False,False,False,0,"D,E",F,B
003,1,1,4,3.33820257154223,True,True,True,True,3.33820257154196,True,True,True,True,3.33820257154204,True,True,True,True,0.9575240613503667,0.042475938649633324,0.989484495312183,0.0105155046878173,True,False,True,False,True,True,True,False,0,G,H,B
004,0,1,47,1.83921132674313,True,True,True,True,1.83921132674317,False,True,False,False,1.56376982390561,True,True,True,True,0.9051093524042947,0.09489064759570527,0.547226329780524,0.452773670219476,True,True,True,True,True,True,True,True,0,F,"G,H","D,E"
005,0,1,7,2.31854259288272,True,True,True,True,2.3185425928826,True,True,True,True,2.05637949590883,True,True,True,True,0.8948445143283733,0.1051554856716268,0.855038458028696,0.144961541971304,True,False,True,False,True,True,True,True,0,H,G,F
006,0,1,7,2.79537218003262,True,True,True,True,2.79537218003262,True,True,True,True,2.52237758825857,True,True,True,True,0.9846600052011291,0.015339994798870894,0.985734749152095,0.0142652508479051,True,False,True,False,True,True,True,True,0,C,B,"B,D,E,F,G,H"
007,1,1,9,3.25350390842133,True,True,True,True,3.25350390842138,True,True,True,True,2.40883788771837,True,True,True,True,0.7839997286079534,0.2160002713920465,0.972958793593768,0.0270412064062319,True,True,True,True,True,True,True,True,0,"B,C,D,E",F,H
008,0,1,38,1.8086878150901,True,True,True,True,1.80868781509002,True,True,True,True,1.80868781509007,True,True,True,True,0.9070420164293829,0.09295798357061703,0.956526884108671,0.0434731158913287,True,True,True,True,True,True,True,True,0,H,G,"B,C"
009,0,1,5,2.09823480406764,True,True,True,True,2.09823480406754,True,True,True,True,1.38301896225705,True,True,True,True,0.9591380057898313,0.04086199421016874,0.992464307182954,0.00753569281704591,True,False,True,False,True,False,True,False,0,D,E,B
010,0,1,4,2.18985874423203,True,True,True,True,2.18985874423203,True,True,True,True,2.16882993326836,True,True,True,True,0.988763773752782,0.011236226247218054,0.981101642934604,0.0188983570653959,True,False,True,True,True,False,True,True,0,F,"B,C,D,E",C
