repID,best_k,H0_trees_found,H1_graphs_found,true_tree_wr,H0_best_tree_is_true_tree,H0_best_tree_is_true_tree_noF,H0_best_tree_is_true_tree_noG,H0_best_tree_is_true_tree_noH,H0_best_tree_WR,H1_best_graph_displayed_true_tree,H1_best_graph_displayed_true_tree_noF,H1_best_graph_displayed_true_tree_noG,H1_best_graph_displayed_true_tree_noH,H1_best_graph_WR,true_tree_found_in_H0,true_tree_found_in_H0_noF,true_tree_found_in_H0_noG,true_tree_found_in_H0_noH,avg_gamma1_H1,avg_gamma2_H1,best_graph_gamma1,best_graph_gamma2,True_tree_displayed_H1_major,True_tree_displayed_H1_minor,True_tree_noF_displayed_H1_major,True_tree_noF_displayed_H1_minor,True_tree_noG_displayed_H1_major,True_tree_noG_displayed_H1_minor,True_tree_noH_displayed_H1_major,True_tree_noH_displayed_H1_minor,best_k_new_WR_3.7,best_graph_hybrid_taxon,best_graph_major_donor,best_graph_minor_donor
001,>1,1,5,5.09936996198203,True,True,True,True,5.09936996198192,True,True,True,True,3.44591043398827,True,True,True,True,0.9786551862053834,0.02134481379461654,0.975842032137735,0.024157967862265,True,False,True,False,True,True,True,True,1,"D,E","B,C",H
002,1,1,1,4.76896925074568,True,True,True,True,4.76896925074567,True,True,True,True,2.34886828563598,True,True,True,True,0.969301204252038,0.0306987957479619,0.969301204252038,0.0306987957479619,True,False,True,False,True,False,True,False,1,"D,E","B,C",H
003,1,1,2,4.18808849852547,True,True,True,True,4.1880884985255,True,True,True,True,2.79694705225549,True,True,True,True,0.972528858747788,0.02747114125221185,0.964397666130056,0.035602333869944,True,False,True,False,True,False,True,False,1,"G,H","B,C,D,E,F",D
004,1,1,1,5.64237242057235,True,True,True,True,5.64237242057234,True,True,True,True,1.56839616325482,True,True,True,True,0.925082212998717,0.074917787001283,0.925082212998717,0.074917787001283,True,False,True,False,True,False,True,False,1,"G,H","B,C,D,E,F",D
005,>1,1,1,5.53043137071046,True,True,True,True,5.53043137071052,True,True,True,True,4.96841014183712,True,True,True,True,0.961076693271833,0.0389233067281666,0.961076693271833,0.0389233067281666,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
006,>1,1,1,4.78371539845,True,True,True,True,4.78371539845014,True,True,True,True,3.70270691634759,True,True,True,True,0.967411675810105,0.0325883241898953,0.967411675810105,0.0325883241898953,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
007,1,1,1,6.72315676306603,True,True,True,True,6.72315676306652,True,True,True,True,2.52382287927252,True,True,True,True,0.962179153975984,0.0378208460240161,0.962179153975984,0.0378208460240161,True,False,True,False,True,False,True,False,1,"D,E","B,C",H
008,1,1,1,4.39257386779808,True,True,True,True,4.39257386779793,True,True,True,True,2.89534350960014,True,True,True,True,0.971855455893807,0.0281445441061934,0.971855455893807,0.0281445441061934,True,False,True,False,True,False,True,False,1,"D,E","B,C",H
009,>1,1,1,6.14199765215188,True,True,True,True,6.14199765215207,True,True,True,True,3.93582578067995,True,True,True,True,0.97328644152124,0.0267135584787602,0.97328644152124,0.0267135584787602,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
010,>1,1,1,5.18714210949322,True,True,True,True,5.1871421094933,True,True,True,True,3.58028325599345,True,True,True,True,0.982276986839403,0.0177230131605967,0.982276986839403,0.0177230131605967,True,False,True,False,True,False,True,True,1,H,G,D
