repID,best_k,H0_trees_found,H1_graphs_found,true_tree_wr,H0_best_tree_is_true_tree,H0_best_tree_is_true_tree_noF,H0_best_tree_is_true_tree_noG,H0_best_tree_is_true_tree_noH,H0_best_tree_WR,H1_best_graph_displayed_true_tree,H1_best_graph_displayed_true_tree_noF,H1_best_graph_displayed_true_tree_noG,H1_best_graph_displayed_true_tree_noH,H1_best_graph_WR,true_tree_found_in_H0,true_tree_found_in_H0_noF,true_tree_found_in_H0_noG,true_tree_found_in_H0_noH,avg_gamma1_H1,avg_gamma2_H1,best_graph_gamma1,best_graph_gamma2,True_tree_displayed_H1_major,True_tree_displayed_H1_minor,True_tree_noF_displayed_H1_major,True_tree_noF_displayed_H1_minor,True_tree_noG_displayed_H1_major,True_tree_noG_displayed_H1_minor,True_tree_noH_displayed_H1_major,True_tree_noH_displayed_H1_minor,best_k_new_WR_3.7,best_graph_hybrid_taxon,best_graph_major_donor,best_graph_minor_donor
001,>1,1,1,6.46431587699202,True,True,True,True,6.46431587699209,True,True,True,True,6.46431587699202,True,True,True,True,0.974510544356596,0.0254894556434043,0.974510544356596,0.0254894556434043,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
002,>1,1,1,7.80029865159205,True,True,True,True,7.80029865159195,True,True,True,True,5.89423071702204,True,True,True,True,0.964295062504558,0.0357049374954422,0.964295062504558,0.0357049374954422,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
003,>1,1,1,6.1213597961886,True,True,True,True,6.1213597961886,True,True,True,True,4.28011277186006,True,True,True,True,0.970728135553565,0.0292718644464351,0.970728135553565,0.0292718644464351,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
004,>1,1,1,5.50914549116195,True,True,True,True,5.50914549116198,True,True,True,True,3.6223227206063,True,True,True,True,0.96855115310989,0.0314488468901102,0.96855115310989,0.0314488468901102,True,False,True,False,True,False,True,False,1,"D,E","B,C",H
005,>1,1,1,5.23227322583843,True,True,True,True,5.23227322583882,True,True,True,True,5.23227322583837,True,True,True,True,0.9727375649211,0.0272624350788998,0.9727375649211,0.0272624350788998,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
006,>1,1,2,8.88759749850644,True,True,True,True,8.88759749850621,True,True,True,True,7.15164735393944,True,True,True,True,0.8460686965112765,0.15393130348872344,0.716564535972737,0.283435464027263,True,False,True,False,True,False,True,False,>1,"D,E","B,C","G,H"
007,>1,1,2,5.00873743271441,True,True,True,True,5.00873743271441,True,True,True,True,5.00873743271434,True,True,True,True,0.9689444099793489,0.031055590020651398,0.981187131568232,0.0188128684317683,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
008,>1,1,1,5.18098091709966,True,True,True,True,5.18098091709961,True,True,True,True,4.87913454354964,True,True,True,True,0.972206785390417,0.0277932146095825,0.972206785390417,0.0277932146095825,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
009,>1,1,1,6.38820739515238,True,True,True,True,6.38820739515261,True,True,True,True,6.17487797511907,True,True,True,True,0.974134539506151,0.0258654604938489,0.974134539506151,0.0258654604938489,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
010,>1,1,1,7.38914176691586,True,True,True,True,7.38914176691605,True,True,True,True,4.6829343340426,True,True,True,True,0.967650264909032,0.0323497350909681,0.967650264909032,0.0323497350909681,True,False,True,False,True,False,True,False,>1,"D,E","B,C",H
