repID,best_k,H0_trees_found,H1_graphs_found,true_tree_wr,H0_best_tree_is_true_tree,H0_best_tree_is_true_tree_noF,H0_best_tree_is_true_tree_noG,H0_best_tree_is_true_tree_noH,H0_best_tree_WR,H1_best_graph_displayed_true_tree,H1_best_graph_displayed_true_tree_noF,H1_best_graph_displayed_true_tree_noG,H1_best_graph_displayed_true_tree_noH,H1_best_graph_WR,true_tree_found_in_H0,true_tree_found_in_H0_noF,true_tree_found_in_H0_noG,true_tree_found_in_H0_noH,avg_gamma1_H1,avg_gamma2_H1,best_graph_gamma1,best_graph_gamma2,True_tree_displayed_H1_major,True_tree_displayed_H1_minor,True_tree_noF_displayed_H1_major,True_tree_noF_displayed_H1_minor,True_tree_noG_displayed_H1_major,True_tree_noG_displayed_H1_minor,True_tree_noH_displayed_H1_major,True_tree_noH_displayed_H1_minor,best_k_new_WR_3.7,best_graph_hybrid_taxon,best_graph_major_donor,best_graph_minor_donor
001,0,1,6,2.72266100527785,True,True,True,True,2.72266100527783,True,True,True,True,2.24679424913317,True,True,True,True,0.9721806049354376,0.02781939506456248,0.976446707107833,0.0235532928921671,True,False,True,False,True,False,True,False,0,"G,H","B,C,D,E,F",E
002,0,1,7,2.85018446745607,True,True,True,True,2.850184467456,False,True,False,False,2.26698422977555,True,True,True,True,0.6653099613737387,0.3346900386262613,0.538547762044535,0.461452237955465,True,True,True,True,True,True,True,True,0,F,"G,H","B,C"
003,0,1,1,2.16021286499265,True,True,True,True,2.16021286499269,True,True,True,True,1.9650407859875,True,True,True,True,0.988318767278034,0.0116812327219655,0.988318767278034,0.0116812327219655,True,False,True,False,True,False,True,False,0,D,E,"B,C,E,F,G,H"
004,0,1,124,1.97480998353652,True,True,True,True,1.97480998353637,True,True,True,True,1.97480998353612,True,True,True,True,0.9262798637521688,0.07372013624783093,0.954035967974348,0.0459640320256519,True,True,True,True,True,True,True,True,0,D,E,"B,C,E,F,G,H"
005,1,1,3,3.22738934354276,True,True,True,True,3.22738934354284,True,True,True,True,1.7353152059034,True,True,True,True,0.8233618065355467,0.17663819346445334,0.826511583918261,0.173488416081739,True,False,True,False,True,False,True,False,0,E,D,"G,H"
006,0,1,5,2.50561070489516,True,True,True,True,2.50561070489532,True,True,True,True,2.50032217435184,True,True,True,True,0.9561547164224802,0.043845283577519996,0.941911955597479,0.0580880444025214,True,False,True,True,True,True,True,True,0,H,G,"D,E"
007,>1,1,7,3.68231857579573,True,True,True,True,3.6823185757955,True,True,True,True,3.05294868130122,True,True,True,True,0.7999306862029975,0.2000693137970027,0.967440129427152,0.0325598705728485,True,False,True,True,True,False,True,False,0,F,"B,C,D,E",H
008,1,1,10,3.82624541059476,True,True,True,True,3.82624541059471,False,True,False,False,2.41443711949903,True,True,True,True,0.7354176411087351,0.2645823588912651,0.563332105951378,0.436667894048622,True,True,True,True,True,True,True,True,1,F,"B,C","B,C,D,E,G,H"
009,0,1,15,1.93948653094744,True,True,True,True,1.93948653094731,True,True,True,True,1.93948653094754,True,True,True,True,0.987120001455346,0.01287999854465405,0.995887905092632,0.00411209490736796,True,False,True,False,True,True,True,False,0,G,H,E
010,0,1,8,2.33548113909369,True,True,True,True,2.33548113909376,True,True,True,True,2.19524513265563,True,True,True,True,0.9766849613483554,0.023315038651644766,0.984085497164563,0.0159145028354368,True,False,True,False,True,False,True,False,0,"B,C","D,E",H
