repID,best_k,H0_trees_found,H1_graphs_found,true_tree_wr,H0_best_tree_is_true_tree,H0_best_tree_is_true_tree_noF,H0_best_tree_is_true_tree_noG,H0_best_tree_is_true_tree_noH,H0_best_tree_WR,H1_best_graph_displayed_true_tree,H1_best_graph_displayed_true_tree_noF,H1_best_graph_displayed_true_tree_noG,H1_best_graph_displayed_true_tree_noH,H1_best_graph_WR,true_tree_found_in_H0,true_tree_found_in_H0_noF,true_tree_found_in_H0_noG,true_tree_found_in_H0_noH,avg_gamma1_H1,avg_gamma2_H1,best_graph_gamma1,best_graph_gamma2,True_tree_displayed_H1_major,True_tree_displayed_H1_minor,True_tree_noF_displayed_H1_major,True_tree_noF_displayed_H1_minor,True_tree_noG_displayed_H1_major,True_tree_noG_displayed_H1_minor,True_tree_noH_displayed_H1_major,True_tree_noH_displayed_H1_minor,best_k_new_WR_3.7,best_graph_hybrid_taxon,best_graph_major_donor,best_graph_minor_donor
001,1,1,4,3.22097864999711,True,True,True,True,3.22097864999696,True,True,True,True,2.27049450692953,True,True,True,True,0.9922180202935346,0.007781979706465278,0.99305401522556,0.00694598477443964,True,False,True,False,True,True,True,True,0,G,H,C
002,0,1,2,2.98157181775277,True,True,True,True,2.98157181775277,True,True,True,True,2.27874776909382,True,True,True,True,0.9919156798409035,0.00808432015909661,0.994710287024999,0.00528971297500092,True,False,True,False,True,False,True,False,0,E,D,H
003,0,1,9,2.20485724631393,True,True,True,True,2.20485724631393,True,True,True,True,1.59638888674633,True,True,True,True,0.9866286191140047,0.013371380885995097,0.993201807585928,0.00679819241407231,True,False,True,False,True,True,True,False,0,"B,C","D,E",G
004,0,1,17,2.11883250306909,True,True,True,True,2.11883250306897,True,True,True,True,2.01937240385357,True,True,True,True,0.9727745187963701,0.02722548120363007,0.975656211628017,0.0243437883719828,True,False,True,False,True,True,True,True,0,D,E,"B,C,E,F,G,H"
005,1,1,2,3.80519769667626,True,True,True,True,3.80519769667629,False,True,False,False,2.6075836151578,True,True,True,True,0.660153611463691,0.339846388536309,0.508269437788034,0.491730562211966,True,False,True,True,True,False,True,False,1,F,"B,C","B,C,D,E,G,H"
006,0,1,7,2.02877113709006,True,True,True,True,2.02877113709039,True,True,True,True,2.02877113709016,True,True,True,True,0.9307489373227422,0.0692510626772578,0.993072075201284,0.00692792479871618,True,False,True,True,True,False,True,False,0,B,C,"C,D,E,F,G,H"
007,0,1,25,2.20965170507389,True,True,True,True,2.20965170507389,True,True,True,True,2.20965170507385,True,True,True,True,0.9031993191850846,0.09680068081491511,0.991762048939511,0.00823795106048918,True,True,True,True,True,True,True,True,0,"G,H","B,C,D,E,F",C
008,0,1,9,2.23436596602615,True,True,True,True,2.23436596602595,True,True,True,True,1.60924209858719,True,True,True,True,0.9357599375251464,0.06424006247485364,0.928446505961513,0.0715534940384874,True,False,True,False,True,False,True,False,0,D,E,F
009,0,1,9,2.39734976741855,True,True,True,True,2.39734976741844,True,True,True,True,2.13481219065852,True,True,True,True,0.975211790915703,0.02478820908429729,0.991928401538908,0.0080715984610924,True,False,True,True,True,False,True,False,0,"G,H","B,C,D,E,F",D
010,0,1,13,2.67796958871478,True,True,True,True,2.67796958871491,True,True,True,True,1.83260007209458,True,True,True,True,0.9427902200814734,0.05720977991852663,0.995442434430538,0.0045575655694623,True,False,True,False,True,False,True,False,0,C,B,H
011,0,1,6,2.36413805961745,True,True,True,True,2.36413805961751,True,True,True,True,1.67677982982192,True,True,True,True,0.9809607410780323,0.01903925892196751,0.952508734316185,0.0474912656838146,True,False,True,False,True,False,True,False,0,C,B,F
012,>1,1,1,3.62840345919128,True,True,True,True,3.62840345919102,True,True,True,True,3.01981905096165,True,True,True,True,0.944178844860876,0.0558211551391242,0.944178844860876,0.0558211551391242,True,False,True,False,True,True,True,False,0,G,H,F
013,0,1,17,1.76713515855617,True,True,True,True,1.76713515855614,False,True,False,False,1.61975962930638,True,True,True,True,0.8612076234981871,0.13879237650181292,0.515624727439947,0.484375272560053,True,True,True,True,True,True,True,True,0,F,"B,C","B,C,D,E,G,H"
014,0,1,14,1.76260736437821,True,True,True,True,1.76260736437824,False,True,False,False,1.33621107354266,True,True,True,True,0.8343810679777938,0.16561893202220612,0.926648000650228,0.0733519993497723,True,True,True,True,True,True,True,True,0,"B,C",F,D
015,0,1,19,2.18632627400995,True,True,True,True,2.18632627400988,True,True,True,True,2.01420639760679,True,True,True,True,0.9706189475797089,0.02938105242029111,0.995695092405174,0.00430490759482589,True,False,True,False,True,True,True,False,0,C,B,E
016,0,1,1,2.69651215594415,True,True,True,True,2.69651215594421,False,True,False,False,2.2301010311736,True,True,True,True,0.559689821009347,0.440310178990653,0.559689821009347,0.440310178990653,False,False,True,True,False,False,False,False,0,F,"G,H","D,E"
017,0,1,3,2.67941938110735,True,True,True,True,2.6794193811077,True,True,True,True,1.99193275288724,True,True,True,True,0.9398206750382556,0.060179324961744496,0.990664356766407,0.00933564323359348,True,False,True,False,True,False,True,False,0,C,B,"B,D,E,F,G,H"
018,0,1,13,2.19964667685513,True,True,True,True,2.19964667685499,True,True,True,True,2.19964667685492,True,True,True,True,0.9465437277717488,0.05345627222825125,0.995540464224526,0.00445953577547398,True,False,True,False,True,True,True,True,0,B,C,E
019,0,1,2,2.6305791827474,True,True,True,True,2.63057918274753,True,True,True,True,1.36065324358301,True,True,True,True,0.980861728280735,0.01913827171926485,0.989623215896636,0.0103767841033641,True,False,True,True,True,False,True,False,0,F,"B,C,D,E",B
020,>1,1,10,3.23593561741785,True,True,True,True,3.23593561741785,True,True,True,True,3.23593561741777,True,True,True,True,0.8610138378955501,0.13898616210444992,0.959267614165415,0.040732385834585,True,True,True,True,True,True,True,True,0,C,B,"G,H"
